name,actual price,current price,rating,reviews
Amgras a1 pro wireless earbuds,"Rs  4,000","Rs  2,999",,
Amgras A2 pro Earbuds,"Rs  4,000","Rs  2,999",,
DX-03 TWS Wireless Bluetooth Earbuds,"Rs  3,000","Rs  2,149",,
GQ-01  Wireless Stereo Low-Latency Gaming Earbuds,"Rs  4,000","Rs  2,149",,
A12 Pro Touchscreen LED Display Earbuds,"Rs  4,500","Rs  2,399",,
J09 Wireless Gaming Earbuds,"Rs  2,500","Rs  1,599",,
GM-006 Gaming Headset Headphones,"Rs  2,500","Rs  1,499",,
R6 Over-ear Stereo Noise Reduction Base Gaming Headset,"Rs  6,000","Rs  3,499",,
Apro 138 Transparent Wireless Earbuds,"Rs  2,500","Rs  1,599",,
Beats Studio Buds Plus,"Rs  55,000","Rs  47,499",,
Hottu HOT TS14 Wireless Earphone,"Rs  5,000","Rs  4,249",,
Tcl SOCL500 True Wireless Earbuds,"Rs  4,999","Rs  3,599",5.0,2
Speed-X Airpods Pro 2 Wireless Bluetooth Earphone,"Rs  3,600","Rs  3,499",5.0,1
Earfun Air Lite ENC Noise Canceling  True Wireless Earphones,"Rs  12,000","Rs  7,499",,
Zero Wave Neo Wireless Earbuds,"Rs  14,999","Rs  3,999",,
Westpoint Sport Earphone WP-150,"Rs  4,950","Rs  3,099",,
Westpoint WP-115 Stereo Earbuds,"Rs  6,000","Rs  3,949",,
Westpoint WP-120 TWS Screen Earbuds,"Rs  10,000","Rs  6,449",,
Sigma Wireless Earbuds Wave T1 TWS,"Rs  7,200","Rs  4,449",,
Marshall Mode II Earbuds,"Rs  66,000","Rs  58,999",,
Mcdodo HP-330 Wireless Earbuds,"Rs  6,500","Rs  5,049",,
HiFuture YACHT True Wireless Earbuds,"Rs  16,000","Rs  13,299",,
HiFuture OlymBuds 3 True Wireless Earphones,"Rs  8,500","Rs  7,049",,
Sony Wireless Noise Cancelling Headphones WH-1000XM4,"Rs  89,000","Rs  65,499",5.0,2
Y80 Wireless Earbuds,"Rs  2,500","Rs  1,699",4.0,1
Air88 Earsbuds,"Rs  2,000","Rs  1,699",,
Z10 plus pro Tws LCD Wireless Earbuds,"Rs  3,500","Rs  2,699",5.0,1
YX19 TWS Transparent Shell True Wireless Headset Bluetooth Earbuds,"Rs  3,000","Rs  2,199",,
G04 ANC Headset Noise Cancelling Earbuds Wireless  LCD Touch Screen Earbuds,"Rs  4,000","Rs  2,699",,
V8 Business Wireless Stereo Bluetooth Headset With Microphone,"Rs  3,500","Rs  2,099",,
Realme T100 Wireless Earbuds,,"Rs  4,999",4.9,37
1HORA Bean-Type Transparent Window TWS Earbuds,"Rs  5,999","Rs  2,999",,
Faster ENC  Wireless Stereo Headset (E10),"Rs  3,000","Rs  2,299",5.0,1
Baseus Bowie WM02 True Wireless Earphones,"Rs  5,500","Rs  4,999",,
Lenovo PD1X Pro Wireless Earbuds,"Rs  4,000","Rs  3,099",5.0,1
Buds 2 Pro True Wireless Bluetooth earbuds,"Rs  3,500","Rs  2,699",,
XY-223 wirless heaphone,"Rs  4,000","Rs  2,999",,
Airs pro 2 Tws wireless Earbuds,"Rs  2,000","Rs  1,099",4.1,9
V20 touch screen Lcd Earbuds,"Rs  3,500","Rs  2,299",,
YX11 Transparent Capsule Wireless Bluetooth Earbuds,"Rs  3,000","Rs  2,099",,
WiWU Airbuds Pro 2 ANC True Wireless Airpods,"Rs  7,000","Rs  5,199",,
M19 True Wireless Earbuds,,"Rs  1,199",4.7,37
M17 TWS Wireless Earbuds,,"Rs  1,899",4.8,9
Interlink ECO NeckBand Wireless Earbuds,,"Rs  1,349",4.6,4
Interlink Whisper Neck Band,,"Rs  1,899",5.0,4
Portable True Wireless Earbuds (YD03),,"Rs  1,899",4.0,1
M33 TWS Wireless Bluetooth Earbuds,,"Rs  2,399",,
M29 TWS Wireless Bluetooth Earbuds,,"Rs  2,299",4.0,1
M80 TWS Wireless Earbuds,,"Rs  1,999",,
K36 Mini Wireless Bluetooth Headset,,"Rs  2,699",,
ALDRI TWS Smart Bluetooth Headset,,"Rs  1,749",,
950BT Wireless Esports Headphones,,"Rs  2,799",,
Audionic Airbud 3,,"Rs  2,999",5.0,1
Baseus Encok True Wireless Earphones (WM01),,"Rs  4,099",5.0,17
Huawei Freebuds Se 2,,"Rs  12,499",5.0,1
Redmi Buds Essential,,"Rs  2,999",4.8,38
Redmi Buds 4,,"Rs  5,999",4.9,9
Realme Buds Air 2 Neo,,"Rs  4,199",4.9,32
Ronin Gamers Earpods (R-860),,"Rs  4,299",4.8,11
Ronin R-820 Wireless Earbuds,,"Rs  3,799",5.0,3
Ronin R-570 Earbuds,,"Rs  4,099",4.8,13
Ronin R-190 Earbuds,,"Rs  3,499",5.0,2
Joyroom Airpods Pro (JR-T03S Pro),,"Rs  9,599",5.0,6
Joyroom True Wireless Earphones (JR-TL2),,"Rs  4,799",,
Joyroom Wireless Neck Band (JR-DY01),,"Rs  3,599",5.0,2
Anker Soundcore AeroFit Pro Open-Ear Headphones,,"Rs  41,499",,
YoPod DUO EARBUDS,,"Rs  3,299",,
Yolo YoPod PRO True Wireless Earbuds,,"Rs  3,499",,
Airox Wireless Bluetooth Neckband (NB-01),,"Rs  1,299",,
Airox E8 Wireless Earbuds,,"Rs  2,499",2.5,1
Airox E9 Wireless Earbuds,,"Rs  2,499",,
Airox Earbuds 001,,"Rs  2,399",4.5,1
Mibro M1 TWS ENC Al-Noise Cancellation Earbuds,,"Rs  5,499",4.8,4
itel Wireless Earbuds (KT-01),,"Rs  2,049",4.8,55
itel Wireless Earbuds (T3),,"Rs  3,149",,
OnePlus Nord Buds CE,,"Rs  10,499",4.5,2
OnePlus Nord Buds 3 Pro,,"Rs  12,899",,
Infinix XE20 Wireless Earbuds,,"Rs  1,999",4.8,75
JBL TUNE 215BT Wireless Neckband,,"Rs  7,299",,
JBL 770NC Wireless Headphones,,"Rs  20,999",,
Soundpeats Wireless Earbuds True Air 3,,"Rs  9,299",4.9,10
Soundpeats Mini Pro Wireless Earbuds,,"Rs  11,499",5.0,21
Soundpeats True Wireless Earbuds Free 2 Classic,,"Rs  5,138",4.9,74
Soundpeats Mini Pro HS Wireless Earbuds,,"Rs  11,199",4.9,7
Soundpeats A8 Bluetooth Wireless Headset,,"Rs  12,799",,
Dany Airdots 105 Wireless Earbud,,"Rs  3,849",4.8,15
Haylou GT7 True Wireless Earbuds,,"Rs  4,149",5.0,1
QCY H3 Lite ANC Wireless Headphones,,"Rs  9,999",,
QCY T13X Earbuds,,"Rs  6,249",,
Haino Teko Air 3 Wireless Earphones,,"Rs  2,399",5.0,5
Lenovo XT90 True Wireless Earbuds,,"Rs  2,299",4.5,16
Sony WH-CH720N Wireless Headphones,,"Rs  25,999",5.0,1
Faster Bone Conduction Bluetooth - AS18,,"Rs  7,499",,
XO BE41 ANC Noise Reduction Bluetooth Headset,,"Rs  5,099",5.0,1
Imilab IMIKI T13 TWS Earbuds,,"Rs  3,599",,
LDNIO T02 True Wireless Earbuds,,"Rs  3,499",,
EarFun Free Mini Bluetooth Earbuds,,"Rs  6,799",,
Skullcandy Smokin Earbuds,,"Rs  7,999",,
Audionic Airbud 430,,"Rs  3,299",4.9,31
Airbud Signature S650 Wireless Earbuds,,"Rs  3,772",4.8,51
Audionic Airbuds 495,,"Rs  3,069",4.9,7
Baseus Bowie M2s ANC Earphone,,"Rs  13,899",,
Baseus Bowie E13 EarPhones,,"Rs  4,899",,
MI True Wireless Earbuds Basic 2,,"Rs  2,799",4.8,205
Xiaomi Air 3 SE,,"Rs  4,299",5.0,3
Realme Buds Air6 Wireless Earbuds,,"Rs  12,499",,
Ronin Magnetic Wireless Bluetooth Handsfree (R870),,"Rs  2,199",5.0,11
Ronin R-4400 Black Wolve Wireless Headsets,,"Rs  3,799",4.8,5
Ronin R-460 Earbuds ENC,,"Rs  4,299",4.7,5
JOYROOM ANC Earbuds T03S PRO,,"Rs  4,549",,
Anker Soundcore Liberty 4 Earbuds,,"Rs  24,799",5.0,4
Anker Soundcore Life Note 3i,,"Rs  12,299",,
Anker Soundcore P25i Earbuds,,"Rs  4,949",,
Anker Soundcore Hybrid ANC Sport X10 Earbuds,,"Rs  19,999",,
Haylou X1C True Wireless Earbuds,,"Rs  3,199",5.0,1
Haylou Mori Pro Wireless Earbuds,,"Rs  5,999",3.0,1
Lenovo HE05X Neckband Wireless,,"Rs  1,079",4.8,216
Faster TG550 Delta Shaped Low Latency Gaming+Music TWS Wireless Earbuds,,"Rs  5,549",4.0,1
Aukey ANC True Wireless Earbuds (EP-N5),,"Rs  11,499",4.8,4
Haino Teko BD 96 pro Wireless Earbuds,,"Rs  3,199",,
OnePlus Nord Buds 2 True Wireless Earbuds,,"Rs  11,799",,
Soundpeats GoFree Open Ear Extreme Comfort Sport Earbuds,,"Rs  7,799",4.8,4
itel IEB-82 Superb Bass Wireless Headphone,,"Rs  2,599",,
M39 TWS Wireless Earbuds,,"Rs  2,299",5.0,1
M41 Wireless Earbuds Stereo Sound,,"Rs  1,599",4.8,53
Interlink Elite Airpods,,"Rs  4,299",,
M20 TWS Wireless Bluetooth Earbuds,,"Rs  1,199",4.8,148
R19 Pro TWS Wireless Bluetooth Earbuds,,"Rs  1,399",4.0,2
M30 Pro TWS Wireless Earbuds,,"Rs  1,599",4.3,4
M12 Max tws Gaming Earbud,,"Rs  2,099",5.0,1
M83 TWS Wireless Bluetooth Earbuds,,"Rs  1,899",,
M43 Gaming Wireless ENC Earbuds,,"Rs  2,149",5.0,3
Q25 Pro TWS Wireless Earbuds,,"Rs  1,799",,
K39 Clip Bluetooth Headset,,"Rs  2,699",,
F9 Pro2 Bluetooth Earbuds,,"Rs  1,399",,
LOGIN Gaming Earbuds (LT-BT50),,"Rs  3,649",,
HOTTU Neckband (NB12),,"Rs  2,299",4.8,19
Airox Neckband Airox BTH-35,,"Rs  1,149",4.7,6
Zero Wave Z-850 Earbuds,,"Rs  3,499",4.9,7
Haylou GT5 TWS Bluetooth Earbuds,,"Rs  3,749",5.0,5
HAYLOU S35 ANC Bluetooth Headphones,,"Rs  12,299",,
HAYLOU X1 2023 True Wireless Earphones,,"Rs  4,199",5.0,2
QCY T5 True Wireless Earbuds,,"Rs  4,199",5.0,3
QCY T13 ANC Wireless Earphones,,"Rs  4,799",5.0,16
QCY T4S Wireless Earbuds,,"Rs  2,249",,
QCY MeloBuds Pro Wireless Earbuds,,"Rs  9,399",,
Haino Teko Air 15 True Wireless Earbuds,,"Rs  3,799",,
Audionic Airbud Signature S600 Wireless Earbuds,,"Rs  3,549",4.7,32
Baseus True Wireless Earphones WM01 Plus,,"Rs  6,199",5.0,1
Baseus Encok W05 Lite Earbuds,,"Rs  3,699",,
Baseus Bowie WM03 True Wireless Earphones,,"Rs  7,299",,
Baseus Bowie EZ10 True Wireless Earphones,,"Rs  4,999",,
Huawei Freebuds 5i,,"Rs  18,799",,
Mi True Wireless Earphones 2 Basic,,"Rs  4,499",4.5,2
Redmi Buds 3 Pro,,"Rs  7,799",4.8,33
Xiaomi Buds 4 Pro,,"Rs  42,999",,
Realme air 3s Wireless Earbuds,,"Rs  9,999",5.0,2
Ronin Wireless Mini POD (R-590),,"Rs  3,295",5.0,4
Ronin R-175 Wireless Earbuds,,"Rs  4,499",,
Ronin R-390 Wireless Earbuds,,"Rs  3,999",,
Ronin R-140 Earbuds,,"Rs  4,749",4.7,7
Ronin R-740 EarBuds,,"Rs  3,349",5.0,1
Ronin R-1500 Headphone,,"Rs  4,299",,
Ronin R-7010 Earbuds,,"Rs  4,599",4.9,6
Anker Soundcore R100 True Wireless Earbuds,,"Rs  5,999",,
Soundcore Life P3 Noise Cancelling Earbuds,,"Rs  17,999",,
Samsung Galaxy Buds 2,,"Rs  18,499",4.9,144
Samsung Galaxy Buds FE,,"Rs  13,199",4.8,41
Apple Airpods (3rd generation),,"Rs  44,999",4.0,3
FASTER E20 Pro ENC Wireless Earbuds,,"Rs  4,799",,
FASTER TG-330 NECKBAND EARPHONE,,"Rs  3,499",,
Tronsmart Onyx ace Earbuds,,"Rs  6,599",,
Infinix Buds Lite,,"Rs  3,499",,
JBL Tune 670NC Wireless Headphones,,"Rs  18,799",,
JBL Tune 230NC Wireless Earbuds,,"Rs  15,299",3.0,1
Soundpeats RunFree Sports Bluetooth Headphones,,"Rs  8,799",5.0,1
G-Tide Earbuds Buds 2,,"Rs  2,049",,
R05 TWS Wireless Earbuds,,"Rs  2,499",,
Beltou Hifi B09 Ture Wireless Earpods,,"Rs  3,420",,
Beltou True Wireless Earpods B17,,"Rs  2,499",5.0,1
M5 Wireless Earbuds,,"Rs  2,149",5.0,3
M18 True Wireless Earbuds,,"Rs  1,999",4.8,3
M31 TWS Wireless Earbuds,,"Rs  1,999",4.7,3
M23 TWS Wireless Bluetooth Earbuds,,"Rs  2,299",,
G11 TWS Stereo Bass Gaming Earbuds,,"Rs  1,799",5.0,1
Airdopes 141 Wireless Earbud,,"Rs  3,749",4.8,10
958BT Headphone Sport Stereo headset wireless headphones,,"Rs  2,299",,
HBX 950 BT Headphone Sport Stereo headset wireless headphones,,"Rs  2,399",,
Nokia Pro True Wireless Earphones P3802A,,"Rs  7,299",,
Ansty Sports Wireless Neckband (M-01),,"Rs  2,399",5.0,1
Login LT-N25 Free Style Wireless Neckband,,"Rs  2,999",,
HOTTU Neckband (BT001),,"Rs  2,049",4.8,4
Airox Wireless Bluetooth Earphone (NB-02),,"Rs  1,349",5.0,3
Airox Energy Pro Bluetooth Neck Band NB04,,"Rs  1,299",4.8,15
XO BE35 Portable Wireless Bluetooth Headset,,"Rs  3,039",,
Zero Atom ZDots Earbuds,,"Rs  4,299",4.5,15
1HORA True Wireless Earphones F25 (DHZN),,"Rs  3,199",,
1Hora Gaming Headphones AUT202N,,"Rs  4,399",,
Marshall Motif II Earbuds,,"Rs  54,999",,
Mars MB-13 Neckband Memory Card Supported,,"Rs  1,399",,
Audionic Bluetooth Neckband (A800),,"Rs  2,399",,
Audionic Supreme X20 Wireless Neckband,,"Rs  3,999",4.7,19
Audionic Airbud 435 Mini Wireless Earbuds,,"Rs  3,399",4.8,21
Audionic Airbud 625 Pro Wireless Earbuds,,"Rs  3,799",4.8,67
Baseus Bowie H1i ANC Headphones,,"Rs  10,899",4.7,2
Mi True Wireless Earphones 2s,,"Rs  9,799",,
Redmi Buds 3 Lite,,"Rs  3,299",4.9,431
Redmi Buds 3,,"Rs  7,549",5.0,45
Redmi Airdots 3,,"Rs  7,199",,
Realme Buds Air Neo,,"Rs  7,499",5.0,1
Realme Buds Q2s,,"Rs  6,649",4.9,6
Realme T300 ANC Earbuds,,"Rs  8,799",3.5,2
Ronin Wireless Earbuds R-475,,"Rs  3,499",4.7,2
Ronin R-290 Mini Earbuds,,"Rs  3,899",,
Ronin R-840 Earbuds,,"Rs  3,699",4.9,10
Joyroom TWS Wireless Earbuds (T03s),,"Rs  5,799",,
Anker Soundcore Neckband R500,,"Rs  4,699",4.4,6
Anker Soundcore Life Q10i Wireless Headphones,,"Rs  10,999",,
Anker Soundcore Life Q35 Headphones,,"Rs  22,999",5.0,1
Anker Soundcore Life Q45 Headphones,,"Rs  27,499",5.0,4
Anker V30i Open-Ear Bluetooth Earbuds,,"Rs  14,999",,
G36 Earbuds with Power-bank,,"Rs  1,899",,
M18 Pro Ture Wireless Earbuds,,"Rs  1,949",4.7,3
M38 Wireless Gaming Earbuds,,"Rs  1,399",4.8,8
M9 Wireless Earphones,,"Rs  1,999",4.9,5
Interlink Airpods Freefly,,"Rs  3,999",,
Bluetooth Bone Conduction Earbuds V18,,"Rs  3,199",,
M27 TWS Wireless Bluetooth Earbuds,,"Rs  1,549",5.0,2
M88 Plus Tws Earbuds,,"Rs  1,399",4.7,52
M29 Pro TWS Gaming Earbuds,,"Rs  1,899",5.0,3
K10 Bluetooth Earphones,,"Rs  1,899",,
DEFY Gravity Turbo Wireless Earbuds,,"Rs  2,649",3.0,2
E75  BT Headphone,,"Rs  2,649",,
Ansty Sports Wireless Neckband (M-04),,"Rs  2,649",,
Login LT-WB6 Earbuds,,"Rs  4,599",5.0,2
Login LT-WB30 Earbuds,,"Rs  3,299",,
Login LT-WB12 True Wireless Earbuds,,"Rs  1,999",4.0,1
Login LT-HP20 Headphones,,"Rs  3,699",,
HOTTU Neckband (NB10),,"Rs  2,149",5.0,5
Airox X400 Airpods Pro 3rd Gen,,"Rs  2,699",4.6,18
Airox X500 Airpods Pro,,"Rs  3,499",5.0,9
Airox Energy Booster Wireless Neck Band NB05,,"Rs  1,699",,
Airox E10 Wireless Earbuds,,"Rs  2,499",4.0,1
OnePlus Nord Buds True Wireless Earbuds,,"Rs  10,699",,
Infinix XE27 Wireless Earbuds,,"Rs  4,499",4.9,107
Oraimo OEB-E74D Necklace 2 Wireless Earphone,,"Rs  3,999",,
Soundpeats RunFree Lite Sport Headphones,,"Rs  7,049",,
Mibro Earbuds S1,,"Rs  4,899",4.9,6
Beats Fit Pro True Wireless Noise Cancelling Earbuds,,"Rs  33,499",,
Itel Wireless Earbuds T1 Neo,,"Rs  2,849",5.0,2
Yookie High Quality Stereo Earbuds (ES21),,"Rs  1,999",5.0,1
EarFun Air Pro 3 Earbuds,,"Rs  18,399",,
EarFun Free Pro 3 Noise Cancelling  Wireless Earbuds,,"Rs  20,199",,
Haylou X1 Neo Earbuds,,"Rs  3,149",5.0,22
QCY T1C TWS Bluetooth Earphones,,"Rs  3,399",4.9,12
Lenovo TW60 Wireless Bluetooth Earbuds,,"Rs  5,299",,
Apple AirPods (2nd generation),,"Rs  26,999",4.9,23
Apple AirPods 3rd Generation Magsafe,,"Rs  44,999",5.0,1
Tronsmart Onyx Free True Wireless Bluetooth Earphones,,"Rs  7,099",4.0,1
1Hora HT22 Wireless Earbuds,,"Rs  3,299",,
Audionic Airbud Signature N-25 Neckband,,"Rs  3,499",4.5,2
Audionic Airbud Loop Plus,,"Rs  3,499",,
Baseus Bowie D05 Bluetooth Wireless Headphones,,"Rs  8,799",5.0,2
Baseus Bowie WM02 Plus TWS Wireless Earbuds,,"Rs  5,249",4.0,1
Baseus Encok Wireless Headphone D02 Pro,,"Rs  6,599",,
Redmi AirDots 2,,"Rs  2,799",4.8,126
Realme Buds Air Pro,,"Rs  7,799",5.0,3
Realme Buds Wireless,,"Rs  2,799",4.8,20
Ronin Free Style Wireless Neckband (R970),,"Rs  2,299",4.9,12
Ronin Gaming Battle Pods (R-490),,"Rs  3,999",4.4,11
Ronin R-180 Wireless Headphones,,"Rs  1,999",5.0,2
Ronin R-7030 Earbuds,,"Rs  4,149",5.0,1
Anker Soundcore Space One Headphones,,"Rs  21,499",5.0,2
Anker Soundcore Life Q20i Headphones,,"Rs  10,999",4.5,2
Anker SoundcoreVR P10 Gaming Earbuds,,"Rs  20,799",,
Oraimo Roll Wireless Earbuds,,"Rs  3,299",,
Soundpeats True Wireless Earbuds Air 3 Deluxe HS,,"Rs  8,599",5.0,5
Soundpeats Opera 03 HI-RES Earbuds,,"Rs  15,899",,
SoundPEATS Space Hybrid Active Noise Cancelling Headphones,,"Rs  11,279",,
Mpow M12 Wireless Earbuds,,"Rs  3,699",4.9,10
Haylou Moripods ANC Bluetooth Earbuds,,"Rs  6,799",4.7,6
Haylou X1 Pro ANC Wireless Earbuds,,"Rs  8,799",,
Haylou Earbuds W1 ANC,,"Rs  8,599",5.0,2
Haylou GT7 Neo Wireless Earbuds,,"Rs  3,999",,
Haino Teko Air 1 Mini True Wireless Earbuds,,"Rs  3,499",,
YD04 TWS Bluetooth Earphones,,"Rs  1,899",4.8,2
Airpods Pro,,"Rs  2,299",,
YD05 TWS Earbuds,,"Rs  2,299",,
K35 Stereo Wireless Bluetooth Headset,,"Rs  2,399",,
Airdopes 115 Wireless Bluetooth Earbuds,,"Rs  3,049",5.0,5
Yolo YoPod Ture Wireless Earbuds,,"Rs  3,599",4.8,10
Ansty B06 Wireless Earbuds,,"Rs  3,349",,
Login True wireless Airpods (LT-WB2),,"Rs  2,499",5.0,2
WiWU Airbuds Pro ANC,,"Rs  5,199",,
Airox NB 51 Neck Band,,"Rs  2,449",4.8,10
XO X24 TWS Bluetooth Wireless Earbuds,,"Rs  2,859",5.0,1
XO G17 ANC+ENC Noise Canceling Wireless Earbuds,,"Rs  4,149",5.0,2
XO BS33 Sport Bluetooth Neckband,,"Rs  1,999",,
FAYWA I14 EARBUDS,,"Rs  2,799",,
LDNIO T01 True Wireless Earbuds,,"Rs  3,699",,
Skullcandy Rail Wireless Earbuds,,"Rs  17,999",,
1HORA G161 True Wireless Earbuds,,"Rs  3,449",,
Lenovo GM2 Pro TWS Wireless Earbuds,,"Rs  2,749",4.8,4
Apple AirPods Pro (2nd generation),,"Rs  59,299",5.0,37
Faster Air Conduction Bluetooth - AS20,,"Rs  5,499",,
G91 Clip Tws True Wireless Stereo Earbuds,,"Rs  2,499",,
Redmi Buds 5A,,"Rs  5,900",,
Ronin Wireless Earbuds Neckband R-270,,"Rs  3,699",5.0,1
Joyroom JR-NX3 True Wireless Bluetooth Headset,,"Rs  5,799",,
